Country Name,Country Code,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
Post-demographic dividend,PST,19031.87944,19954.49743,21277.06822,21279.29657,22748.97985,25094.42594,25080.04003,24461.0044,24448.79449,25546.42061,25850.54663,25484.78772,26433.52072,29502.32358,32610.27422,34154.47689,35747.02121,38777.12414,40753.95872,38197.84913,39660.79127,42480.55407,42256.71699,42489.68497,43159.4767,40694.35007,41442.76238,43033.4408,45492.80202,45819.48008
Qatar,QAT,15454.17967,14124.26385,15434.21009,14270.97377,14544.00559,15849.56574,17337.42187,21104.76372,18593.41407,21723.8142,29976.16763,28517.22084,30214.67042,34517.60321,42124.94084,51455.95094,59530.561,65421.37692,80234.19083,59094.65918,67403.08768,82409.94165,85075.98654,85050.68434,83858.34046,63039.11263,57162.96801,59124.86727,65907.94844,62276.42869
Romania,ROU,1680.705623,1260.749045,1102.103785,1158.132516,1323.104325,1650.276481,1633.010644,1577.323357,1852.467309,1599.889533,1659.90764,1825.179805,2119.882673,2679.41191,3494.944517,4617.929016,5757.496429,8360.166321,10435.04398,8548.118672,8214.076893,9099.217539,8507.104775,9547.852151,10043.67745,8969.148921,9548.587403,10807.00917,12398.98198,12899.34611
Russian Federation,RUS,3492.710314,3490.452505,3098.802639,2930.670201,2662.104034,2665.779867,2643.929196,2737.572024,1834.861843,1330.757236,1771.594059,2100.352512,2377.529577,2975.125353,4102.364833,5323.463083,6920.189125,9101.255049,11635.27293,8562.813277,10674.99578,14311.08432,15420.87454,15974.64463,14095.64874,9313.013625,8704.898413,10720.33266,11287.35528,11497.64925
Rwanda,RWA,349.8733096,269.8504233,302.7386376,314.7513041,126.954894,221.6289261,229.8867674,288.4093021,285.7102739,287.3738192,260.6011858,238.7812778,233.1512636,249.7433131,273.6336903,331.6901134,366.8943924,438.6641845,543.5453565,579.726615,609.724917,668.4946722,725.1697703,722.8943285,743.559038,751.0773926,744.7607488,772.3169891,783.6371628,820.1492886
South Asia,SAS,359.2316694,312.6576415,324.9073431,314.9985358,349.8635745,380.353701,407.7515518,419.3197881,416.9828766,438.310721,453.2376041,455.8580189,469.712186,538.711136,613.9477974,691.6926172,774.8637986,959.3051264,959.4612494,1041.980211,1257.499508,1368.945102,1366.059425,1383.316909,1496.014996,1543.048131,1652.251801,1867.443968,1894.008884,1959.525845
Saudi Arabia,SAU,7246.01592,7883.245268,7932.093233,7485.541756,7421.289194,7690.576284,8335.804742,8551.676059,7419.161144,8007.958194,9171.331476,8684.645762,8695.396483,9609.968686,11185.13704,13791.45476,15384.73836,16516.63178,20078.26007,16113.14371,19262.5476,23745.88058,25243.602,24845.12466,24464.21256,20627.92693,19878.76384,20802.46631,23337.01755,23139.79798
Sudan,SDN,483.9526109,432.47895,260.5103596,320.4853315,449.710583,473.4134709,300.5649303,378.9547617,355.1525542,328.068653,366.172742,456.6242379,512.4412582,586.7532114,711.9219842,914.1665223,1143.932251,1461.315914,1551.085771,1202.557881,1338.443724,1366.410905,1039.762051,1160.535552,1303.838955,1329.635962,1069.839957,1011.521216,740.746767,610.9278615
Senegal,SEN,982.0178763,935.4919598,972.4318336,895.6132848,595.0300068,727.9896576,735.9819092,661.6537598,695.9523781,688.9988969,613.7323845,648.4414733,681.3118508,831.8310403,932.1680954,992.6880581,1027.731441,1197.409561,1403.949385,1308.937808,1271.583281,1366.774501,1317.779802,1372.665779,1396.657339,1219.249415,1269.903294,1361.701972,1458.069093,1430.148259
Singapore,SGP,11861.75616,14502.37999,16135.91365,18290.02824,21553.0309,24914.41126,26233.6289,26375.97195,21829.29987,21796.08444,23852.32703,21700.02005,22159.68886,23730.15245,27608.53737,29961.26328,33769.15416,39432.93835,40007.46926,38927.20688,47236.96023,53890.42873,55546.48854,56967.42579,57562.53079,55646.61875,56848.17539,61176.45636,66679.04649,65640.70795
Solomon Islands,SLB,688.5191142,709.6463897,815.4946362,886.1354418,1153.447534,1306.73753,1381.8009,1385.570531,1171.427864,1215.167354,1017.613757,965.7656751,795.6015338,788.6131193,867.1071722,1014.85528,1119.693297,1260.289404,1388.963877,1428.505673,1604.20583,1938.891187,2141.821522,2248.614935,2274.887866,2167.119928,2225.486842,2332.844216,2411.862926,2344.048976
Sierra Leone,SLE,150.3889975,179.3612103,156.4031039,177.5972628,211.5922322,202.3160428,218.3668902,196.1153817,153.458492,150.0064246,138.6987225,229.3756595,252.396007,266.4469054,266.5693713,292.3490663,323.3890184,360.3716605,408.4810085,391.200943,401.8348761,448.3376621,566.3782351,716.8358269,714.6997957,588.2288628,501.4151655,496.6822949,533.9915333,521.7548367
El Salvador,SLV,914.1317947,983.1815042,1073.310253,1216.700841,1380.708375,1585.108896,1684.784505,1778.836337,1886.359966,1930.627457,2001.540049,2072.301591,2124.10182,2209.497245,2278.43033,2428.568879,2631.822739,2786.157774,2933.39424,2858.483344,2983.228806,3266.010978,3428.409332,3509.526536,3589.042885,3705.579704,3805.995686,3910.254403,4052.624775,4167.730939
San Marino,SMR,4941.532184,8257.995895,10223.61518,14633.59096,18682.60043,22259.54894,24312.30489,26374.79065,30119.61075,40864.32547,36604.49338,38730.80304,41464.74643,51270.12923,59558.77272,60900.54329,64261.03273,72697.70599,78643.55065,66703.21823,60254.7763,57297.51331,49988.46363,51570.98395,50817.33082,42662.90265,43828.23246,45399.02906,48996.59225,47731.20854
Somalia,SOM,126.9249732,167.8463739,176.6917347,185.4026908,194.054541,202.803423,211.7053437,220.5805469,229.1911759,237.5266286,246.6371016,255.8315521,264.5082415,272.5702133,280.9081513,290.4713913,301.2359838,307.6019078,314.8042635,324.4110597,336.359051,346.4427428,351.013382,350.1681618,374.1147807,386.437817,389.8220615,384.4634014,389.8313955,419.3948077
Serbia,SRB,3668.126986,3422.567451,3262.708967,2974.818283,2568.150526,2207.450598,2864.084727,3380.041416,2571.17271,2571.30404,914.7857199,1727.281196,2283.846685,3005.426352,3502.802924,3720.479155,4382.617279,5848.476405,7101.040141,6169.114195,5735.422857,6809.159804,6015.945228,6755.073675,6600.056809,5588.980728,5765.200762,6292.543629,7252.401858,7417.203649
Sub-Saharan Africa (excluding high income),SSA,654.8966674,644.220844,627.297232,599.1873354,569.5140004,644.4535241,655.1401883,662.331568,624.2877243,614.1250703,635.0559245,593.6029898,628.5393212,771.8907153,934.7508305,1081.142013,1240.849907,1399.739846,1547.919597,1440.985779,1654.54129,1806.283367,1827.326654,1891.619683,1907.827077,1687.101798,1528.185535,1588.059704,1625.820971,1628.841127
South Sudan,SSD,2020.925705,1994.923108,1965.297932,1938.461071,1916.601824,1882.12609,1857.060066,1832.785097,1797.328912,1785.273783,1752.594758,1696.88807,1717.378229,1664.735379,1626.491761,1651.119814,1526.249393,1550.618396,1669.493752,1337.882231,1535.706892,1516.404378,1179.739711,1779.470365,1322.820364,1119.651437,1280.543197,1230.557853,1183.457185,1170.553714
Sub-Saharan Africa,SSF,655.5304382,644.8487583,628.023407,599.9712201,570.302025,645.2467419,655.9009844,663.1693655,625.1803853,615.017259,635.9089536,594.4501049,629.4665765,772.7880978,935.7883706,1082.240619,1242.024256,1400.885009,1548.931385,1441.838903,1655.486199,1807.299592,1828.305577,1892.847636,1909.033228,1688.327251,1529.439256,1589.370013,1627.11036,1630.127378
Small states,SST,2973.438431,2982.017416,3120.588891,3030.546836,3140.163576,3518.446752,3684.427834,3880.753332,3818.023549,4028.96242,4390.926636,4345.322147,4583.772558,5403.058377,6400.853179,7492.65769,8557.898957,10043.89903,11834.04054,9919.768364,11168.49083,13207.69839,13520.97778,13815.58596,13995.66049,11738.11247,11350.72567,12032.93397,13001.15869,12594.67689
Sao Tome and Principe,STP,416.9821309,360.4716104,333.609336,363.0055941,415.3105345,443.907533,493.6953055,438.2589583,449.5879139,498.3099709,535.5765806,524.6698721,577.628404,678.7379639,745.3202999,866.5049956,883.0970413,896.8677913,1098.755219,1067.908053,1090.260763,1254.541598,1330.620114,1564.768548,1770.467688,1584.775657,1700.097997,1813.807434,1953.513257,1987.579702
Suriname,SUR,958.6123321,1084.96425,961.8264719,1001.721163,1391.620154,1565.212023,1921.905439,2039.836843,2415.742066,1904.44518,2012.281651,1750.576737,2267.753984,2611.377493,3006.183233,3590.648183,5197.747907,5744.759727,6831.983622,7408.360786,8255.874872,8263.203803,9200.974786,9402.164419,9471.922001,9168.237157,5872.789429,6295.560562,6938.086981,6853.693411
Slovak Republic,SVK,2405.53516,2691.195652,2920.917542,3102.296859,3771.359516,4819.125555,5196.94038,5146.671078,5538.616465,5643.675109,5413.150621,5717.21709,6533.553213,8712.698793,10671.82186,11685.75482,13159.75944,16085.61152,18677.29271,16531.67051,16825.35163,18406.01196,17430.82675,18203.24249,18630.97598,16335.6454,16501.08385,17494.72879,19380.51351,19303.54566
Slovenia,SVN,10487.75041,10433.7088,10416.13421,9941.838353,9328.877632,10730.45101,10815.11105,10454.96564,11175.77103,11452.78312,10201.30354,10479.75963,11777.15566,14849.03724,17233.13856,18098.90854,19672.96556,23787.64656,27483.33717,24694.23049,23509.54314,25095.13229,22643.10025,23496.6025,24214.92207,20881.76693,21663.64341,23455.94473,26104.10279,25942.95477
Sweden,SWE,30593.67244,31822.80385,32800.98269,24425.28493,26083.61439,30282.96392,32998.96816,30312.4876,30596.5272,30941.07936,29624.91267,27247.85773,29899.19525,37321.7979,42821.67314,43437.06312,46593.60216,53700.00534,56152.55234,46946.96027,52869.04429,60755.75955,58037.82132,61126.9432,60020.36046,51545.48361,51965.15715,53791.50873,54589.06039,51939.42974
Eswatini,SWZ,1355.389001,1367.783196,1481.861181,1528.892444,1563.749507,1833.099316,1695.134775,1781.888523,1609.214093,1557.063331,1728.710498,1521.769075,1405.448706,2148.632475,2699.130742,3083.838141,3176.691168,3327.445134,3137.387266,3385.858846,4168.489403,4496.613361,4527.565039,4230.171266,4039.159341,3680.349473,3425.531957,3914.418484,4105.893683,3915.643467
Seychelles,SYC,5302.843727,5314.663128,6128.445569,6559.129994,6555.504407,6748.931109,6583.201018,7280.989621,7715.918147,7747.612159,7578.851053,7663.13708,8331.261997,8524.961236,10176.65871,11092.51074,12014.39987,12154.82994,11122.86207,9706.95606,10804.68447,12189.09516,12006.68296,14765.67398,14700.33434,14745.34146,15068.62035,15945.26493,15994.81986,16213.48076
Syrian Arab Republic,SYR,1920.631225,2165.851893,2510.477755,2717.282164,3231.926743,3545.808903,4171.456097,4376.873332,4514.104713,4556.66108,4910.777748,5175.261944,5300.582812,5494.839654,6330.740183,7309.107876,8069.564879,9056.634662,10554.08378,10589.59905,11820.60778,3050.754453,2094.408097,1039.17531,1135.125244,916.3580331,707.5052667,942.5189159,1268.235849,1334.370593
Turks and Caicos Islands,TCA,14880.00916,15261.495,15787.29932,15751.25012,15945.51695,17080.76556,17273.29812,15927.81631,16193.45149,16168.63793,15189.58651,16625.48892,15785.96255,16384.90243,18181.09289,20533.18761,24559.1437,25457.97782,27650.11635,22020.34729,21029.69594,21839.00902,21345.02598,21715.31397,23778.51913,26183.88504,28241.47929,27545.12879,29553.1367,31350.86663
Chad,TCD,291.5533573,304.8744725,296.0396966,222.9231832,173.9902724,206.2606526,221.6730401,205.8626958,224.5537395,190.5590719,166.1757089,197.1460821,221.4165369,292.6008802,454.3363652,658.566973,710.3963987,799.603742,929.3827519,803.6863884,892.5688697,984.7361305,967.3529488,979.8117426,1020.287979,776.0197523,693.4497674,665.9488849,726.1510071,709.5400432
East Asia & Pacific (IDA & IBRD countries),TEA,420.4522815,449.1965,496.4869982,537.8283938,638.8522367,778.3827242,883.1452664,903.4777758,813.5767312,885.945704,965.7563454,1019.030394,1117.760443,1253.477768,1442.786726,1657.911741,1980.896047,2485.20697,3120.019932,3359.571017,4042.35625,4905.252309,5425.766593,5936.805765,6348.109755,6561.191006,6648.812448,7210.916994,8012.14971,8235.583677
Europe & Central Asia (IDA & IBRD countries),TEC,2338.500537,2317.189082,2174.617158,2154.695537,1932.783603,2129.207474,2189.654612,2256.410796,2180.255601,1890.176569,2059.067492,2096.896143,2359.845446,2900.758097,3751.476863,4696.169301,5673.384948,7285.228076,8994.918218,7103.46886,8309.822043,10041.79741,10432.47127,11000.65566,10330.79193,8019.893846,7677.400469,8562.5074,8876.153964,9013.795649
Togo,TGO,431.4503884,414.7814374,429.042361,306.1512474,238.4654535,309.8182936,336.9770039,334.1438424,342.6579042,329.8164697,302.958592,292.8231035,328.3981073,396.9205798,413.3298662,406.562366,408.0571173,449.7382505,546.3503702,540.6087126,534.0447826,587.0974928,571.8067239,621.3988536,640.9342196,570.9099672,803.1518934,830.7452767,901.5230169,893.3524541
Thailand,THA,1508.94247,1716.41542,1927.882603,2209.36303,2491.427836,2846.586834,3043.980314,2468.18473,1845.82887,2033.258009,2007.735271,1893.264239,2096.187802,2359.116831,2660.126835,2894.062656,3369.543198,3973.017172,4379.658787,4213.006654,5076.339872,5492.1215,5860.581471,6168.261356,5951.883487,5840.053067,5993.305516,6593.818352,7296.879608,7817.009671
Tajikistan,TJK,497.6324574,250.3408858,391.9437685,293.9804022,267.4329629,213.5441443,178.3612515,155.1885177,219.0402456,177.5596287,138.4291467,171.0480646,190.0026776,237.7573352,311.6272313,340.5831832,408.8384135,526.6432883,715.8657063,676.1235111,749.5524123,847.3824321,969.2961039,1048.225602,1104.172358,978.4049812,807.1025861,848.6723799,853.2188734,890.5444024
Turkmenistan,TKM,865.7868319,605.309274,410.2729264,832.7538547,623.2419057,590.2812211,554.8339157,562.6417026,590.3871315,548.6879133,643.1909754,774.482152,967.8874353,1283.908782,1453.917784,1704.41538,2136.472101,2600.368758,3904.465301,4036.456805,4439.202128,5649.962106,6675.178055,7304.285771,7962.244925,6432.685325,6387.682575,6587.092604,6967.375043,7612.03518
Latin America & the Caribbean (IDA & IBRD countries),TLA,2432.331664,2580.484911,2779.504383,3184.64513,3678.758507,3930.939259,4201.935036,4534.759636,4490.53824,3957.309811,4312.356393,4137.419283,3631.224153,3648.865072,4171.216998,5014.329567,5823.474315,6812.639385,7861.807731,7279.331529,8991.181896,10139.33346,10123.57509,10262.03865,10350.59367,8482.301221,8186.788135,9037.221549,8743.527883,8525.421861
Timor-Leste,TLS,434.2994086,431.9534426,430.150969,428.0386968,431.0241427,434.9188656,442.516051,455.6373952,448.5060717,494.7884805,415.0859486,529.7781659,508.8405861,517.8269684,453.5133127,464.5459387,446.4665297,523.7376349,614.435755,676.6190754,806.4143493,936.4485956,1024.172508,1210.035655,1232.450336,1332.791856,1353.754934,1299.494635,1249.138351,1583.713576
Middle East & North Africa (IDA & IBRD countries),TMN,2240.999581,1132.124342,1216.933432,1220.995107,1280.574779,1461.364667,1652.70564,1713.731028,1714.468992,1831.744445,1909.483798,1898.483987,1816.637408,1949.848057,2277.314714,2643.689669,3014.586216,3633.926556,4408.554937,4221.601684,4771.680193,4641.094951,4949.089147,4488.013017,4339.054517,3813.93669,3794.449568,3677.608552,3446.056905,3447.243891
Tonga,TON,1194.541034,1388.040501,1436.783691,1449.306003,2047.138431,2176.381296,2307.130962,2225.100675,1973.544795,2043.751046,2091.113009,1839.086867,1845.669127,2030.775469,2301.654115,2594.418739,2873.076637,2910.145122,3331.546555,3006.606344,3527.952342,4002.813771,4581.783245,4428.146521,4354.24436,4336.239603,4157.877249,4513.432531,4740.700272,4903.012138
South Asia (IDA & IBRD),TSA,359.2316694,312.6576415,324.9073431,314.9985358,349.8635745,380.353701,407.7515518,419.3197881,416.9828766,438.310721,453.2376041,455.8580189,469.712186,538.711136,613.9477974,691.6926172,774.8637986,959.3051264,959.4612494,1041.980211,1257.499508,1368.945102,1366.059425,1383.316909,1496.014996,1543.048131,1652.251801,1867.443968,1894.008884,1959.525845
Sub-Saharan Africa (IDA & IBRD countries),TSS,655.5304382,644.8487583,628.023407,599.9712201,570.302025,645.2467419,655.9009844,663.1693655,625.1803853,615.017259,635.9089536,594.4501049,629.4665765,772.7880978,935.7883706,1082.240619,1242.024256,1400.885009,1548.931385,1441.838903,1655.486199,1807.299592,1828.305577,1892.847636,1909.033228,1688.327251,1529.439256,1589.370013,1627.11036,1630.127378
Trinidad and Tobago,TTO,4150.284861,4318.502428,4398.495123,3754.800372,3959.262873,4249.094373,4579.978105,4554.356458,4790.123738,5387.164386,6435.134212,6939.828471,7053.087371,8807.866068,10293.86925,12327.28071,14102.59329,16539.89075,21204.00818,14514.24061,16683.39306,19034.12071,19157.45977,20143.54541,20270.93377,18214.46062,16250.62869,16173.74005,17037.86236,16637.16294
Tunisia,TUN,1491.119777,1551.377998,1799.111582,1660.875002,1743.154533,1975.899862,2113.587432,2208.206243,2292.711741,2386.589492,2211.835015,2253.034852,2344.396907,2760.405122,3111.374381,3193.204358,3369.924443,3776.332046,4307.580023,4128.463959,4344.64192,4479.930327,4361.687736,4444.816511,4544.016632,4094.836287,3924.363346,3687.777461,3680.892597,3574.654024
Turkey,TUR,2794.350494,2735.707615,2842.369978,3180.187577,2270.337325,2897.86664,3053.947231,3144.385703,4499.737508,4116.17056,4337.478003,3142.920998,3687.956093,4760.104019,6101.632117,7456.296101,8101.856924,9791.88245,10941.17215,9103.474051,10742.77498,11420.55546,11795.63346,12614.78161,12157.99043,11006.27952,10894.60338,10589.66772,9454.348443,9121.515167
Tuvalu,TUV,990.3981751,1038.957834,1069.478537,1047.505216,1175.810083,1185.840519,1323.907506,1361.589349,1367.084534,1464.805341,1463.166211,1392.334348,1610.653001,1874.853819,2181.636269,2184.565259,2263.575948,2645.109505,2936.521547,2602.619444,3024.761774,3643.121608,3506.308144,3457.376266,3398.39675,3197.772252,3253.899536,3574.065288,3701.709255,4055.89561
Tanzania,TZA,173.7906179,195.661453,175.5580799,157.0608125,161.176878,182.361928,219.5502111,253.4759847,395.5326208,400.2636718,410.9523655,406.5387537,411.9723218,431.2797298,459.2592952,492.6313397,485.4974495,552.8395016,687.3904455,695.2168433,743.4036639,781.4338957,867.8574989,970.3996014,1030.077648,947.9333517,966.5030166,1004.906588,1042.838756,1085.88486
Uganda,UGA,248.0293243,185.0181172,153.9440238,167.9412492,201.6026565,281.9661333,287.3882907,289.5044945,295.4052653,261.3479065,261.8691416,239.473127,245.5000403,254.3012043,296.0142675,333.7315763,349.2171001,403.6637446,474.5179496,799.9658963,822.5393725,832.5690782,790.1314506,810.090395,883.5287445,847.2676289,736.5598474,746.8307529,770.6007843,798.5857341
Ukraine,UKR,1568.536122,1374.845658,1378.70467,1257.350096,1011.979399,935.9761443,872.6987057,991.2204103,835.2509543,635.7643975,658.348608,807.8019371,911.9111514,1087.785627,1416.60381,1894.470781,2391.323934,3197.934295,4066.547885,2639.391654,3078.429982,3704.824973,4004.804396,4187.739845,3104.643206,2124.662319,2187.73051,2638.326055,3096.561697,3661.456204
Upper middle income,UMC,1323.91289,1264.2404,1306.494305,1417.883675,1555.361855,1730.831725,1861.80562,1972.022393,1928.575544,1804.784703,1975.328784,1970.284781,1972.243943,2193.350008,2610.477863,3115.856972,3675.672214,4534.396013,5493.674786,5245.507152,6324.49586,7567.420995,8035.981118,8559.85124,8754.537457,8155.881802,8053.167884,8846.476386,9468.932983,9572.872787
Uruguay,URY,2990.367133,3578.288157,4082.538363,4721.007648,5458.867361,5985.116994,6317.561877,7329.866939,7713.618768,7250.27477,6875.025469,6284.45968,4090.891888,3624.205685,4120.544205,5226.9441,5887.845162,7026.503055,9091.079039,9451.932449,11992.02377,14236.715,15171.58017,16973.68924,16831.94819,15613.74597,16715.63347,18690.89384,18703.86029,17688.01501
United States,USA,23888.60001,24342.2589,25418.99078,26387.29373,27694.85342,28690.8757,29967.71272,31459.13898,32853.67695,34513.5615,36334.90878,37133.24281,38023.16111,39496.48588,41712.80107,44114.74778,46298.73144,47975.9677,48382.55845,47099.98047,48466.6576,49882.55813,51602.93105,53106.53677,55049.98833,56863.3715,58021.4005,60109.65573,63064.41841,65279.52903
Uzbekistan,UZB,651.4192061,652.8074753,603.3520153,596.9835856,576.4471105,585.9323642,600.5981578,623.0026524,623.2161328,702.4807441,558.2268024,456.7062895,383.343068,396.377979,465.1198869,546.7768502,654.2838373,830.4076942,1082.286025,1213.265328,1742.349256,2051.129515,2267.623275,2419.718703,2628.460008,2753.971072,2704.677188,1916.764642,1597.068337,1784.009816
St. Vincent and the Grenadines,VCT,2236.197812,2364.525383,2575.069302,2650.111143,2678.509305,2924.829997,3069.824777,3223.229718,3465.623925,3625.720503,3676.352092,3985.807613,4272.956059,4447.918312,4809.934335,5070.381521,5625.399437,6307.313617,6415.343305,6232.371642,6292.498854,6242.252962,6390.310632,6639.484897,6684.377547,6921.702479,7074.548765,7213.025857,7361.400962,7460.153362
"Venezuela, RB",VEN,2475.380473,2661.033851,2938.160197,2857.93866,2720.367063,3529.589128,3151.269278,3758.844934,3921.718474,4127.108981,4842.036601,4986.675788,3700.87974,3272.615024,4325.696756,5504.97724,6833.378912,8454.469536,11432.74592,11765.09976,13825.35712,10955.53801,12986.22269,12457.7686,16055.64532,16184.22609,17512.85773,18625.87438,19526.25655,20362.8966
Virgin Islands (U.S.),VIR,38574.63718,38544.13144,35837.02598,38460.26956,31961.75324,31833.56009,31912.06394,32203.21993,32256.76373,30325.98422,45612.23993,33856.56687,30062.02251,31731.25662,35006.36144,40828.74609,41377.1466,44158.5054,39152.37507,38753.18254,39905.12842,38997.13732,37795.31926,34597.97669,33045.36438,34007.35294,35324.97489,35365.0693,36448.25749,38136.66576
Vietnam,VNM,95.18825998,138.4474504,139.2001228,182.3084018,221.1291752,276.8126628,324.1472239,348.0174071,348.3243173,362.9195028,390.0933309,404.8078612,430.0528724,480.5798343,546.909619,687.4797274,784.3723759,906.2842299,1149.424495,1217.268583,1317.890646,1525.119025,1735.152116,1886.69017,2030.278447,2085.101349,2192.174482,2365.521615,2566.447487,2715.27598
Vanuatu,VUT,1152.169246,1335.833604,1347.430174,1255.090071,1423.896602,1482.705562,1522.062208,1559.43224,1473.666114,1478.58574,1470.63587,1363.185058,1354.100243,1580.575634,1788.122206,1887.226576,2049.532809,2352.973255,2629.053124,2573.889015,2839.40634,3173.822022,2997.293432,2954.774511,2926.67996,2695.666186,2805.66532,3082.475083,3125.404999,3116.297759
World,WLD,4299.047173,4411.264178,4655.204708,4662.452852,4957.993826,5439.759231,5481.553357,5384.58695,5297.23454,5424.531822,5530.613892,5426.386204,5561.278824,6160.190409,6856.204251,7336.609424,7852.523635,8738.352182,9473.797796,8879.287224,9605.558823,10516.31422,10623.44108,10792.21004,10955.5689,10222.60827,10264.92866,10798.15277,11347.33585,11397.086
Samoa,WSM,772.5343204,765.8366184,799.4624531,796.5850105,1310.68479,1322.35067,1460.047151,1659.114822,1559.147665,1490.926388,1542.066736,1556.999425,1633.007661,1909.154441,2353.455973,2590.489858,2796.601169,3133.671327,3378.953029,3168.228207,3566.42836,3932.105847,4020.959844,4037.813829,3937.186246,4071.926959,4109.663228,4258.978767,4187.504729,4322.868457
Kosovo,XKX,1950.101338,2034.9538,2103.36771,2149.935776,2190.361113,2228.211497,2213.869182,2253.164272,2289.909684,2310.221304,2350.623577,2351.092159,2382.197592,2392.724697,2420.771199,2519.082519,2630.390096,2771.762572,2965.449915,2847.555339,3009.559334,3540.891789,3410.85978,3704.784221,3902.676013,3520.766449,3759.560246,4009.380987,4384.048892,4416.108358
"Yemen, Rep.",YEM,482.2481211,482.0605713,498.9633818,393.7390588,291.472071,285.5695931,374.0114314,428.0605956,384.4999404,451.5709253,554.4486653,550.3603645,579.8531406,620.382726,709.9653788,832.8441987,921.4183549,1017.292048,1229.246675,1116.084396,1334.784902,1374.621401,1446.536472,1607.152173,1674.002572,1601.830063,1152.720966,964.2648105,758.1452416,1229.433805
South Africa,ZAF,3139.966225,3285.972326,3479.083205,3713.921206,3784.449144,4144.613723,3864.415112,3930.836564,3502.166447,3417.264589,3374.718423,2971.819769,2797.087291,4217.11478,5409.133489,6033.101491,6266.533987,6780.884555,6350.65271,6532.736968,8148.961202,8810.930651,8222.197279,7467.079185,6988.808739,6259.839681,5756.965741,6690.939847,7005.095413,6624.761865
Zambia,ZMB,408.7693313,409.7272755,376.498819,378.1255592,412.2607521,418.5150247,385.1521522,448.3701601,358.5559589,335.7122914,345.6896207,382.9410352,382.2419633,435.4581994,538.591553,702.7411184,1047.918843,1124.290586,1394.0005,1159.907499,1489.459087,1672.907535,1763.069442,1878.346811,1762.427817,1338.290927,1280.806543,1535.196574,1516.368371,1305.001031
Zimbabwe,ZWE,841.9739583,809.0511401,619.3720826,591.7196824,611.8652764,623.2095851,741.0958552,731.947626,544.9838381,580.0705709,563.0575041,568.3862905,530.5304463,478.0076044,482.9984515,476.5554025,447.8547399,431.7872587,356.6932344,771.5990323,948.331481,1093.653409,1304.968011,1429.998461,1434.896277,1445.069702,1464.588957,1235.189032,1254.642265,1316.740657
